Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Tow Reason,Storage Company,Notes,Incident Date,Location,City,Geo-location field
08/20/2020,2011,TOYT,RAV,PKG,tcl,GUEST PKG WITH NO PASS // ABURN 301-977-2740 // TCL,08/22/0020,374 N SUMMIT AVE,GAITHERSBURG,POINT (-77.193068 39.149053)
08/19/2020,2009,CHEV,AVE,FIRE,tcl,FIRE// AUBURN// 3019772740// TCL,08/21/0020,CINNAMON DR / SAGE WAY,GERMANTOWN,
08/18/2020,2000,TOYT,CAMR,ABN,DRIVE TOWING,TOW REASON:WALKOFF// NEG 10-60,08/20/0020,1107 SLIGO CREEK PKWY,TAKOMA PARK,POINT (-76.990235 38.980947)
08/11/2020,2019,HOND,CIV,PKG,TCL,AUTH 3015624020  FIRE LN   TCL,11/22/0008,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
08/14/2020,2003,TOYT,CAM,ABN,VRS,SILVER SPRING TOWING  301 589 7878  AAU // ABAN  VRS 20-2302,08/16/0020,WATKINS MILL RD / CRESTED IRIS DR,MONTGOMERY VILLAGE,
08/11/2020,2020,TOYT,CAM,NOP,HENRYS,HENRYS 301-869-4800 // NOP // TCL,11/22/0008,19525 GUNNERS BRANCH RD,GERMANTOWN,POINT (-77.24174 39.175972)
08/15/2020,2010,TOYT,YARIS,FIRE,TCL,"*** UNABLE TO PROVIDE VIN, BLOCKED ****    FIRE  SPEEDY TOWING 301-588-1322  TCL",08/17/0020,19602 LA BELLE CT,GAITHERSBURG,POINT (-77.191253 39.177292)
08/06/2020,2002,HOND,CIV,NOP,TCL,NO PERMIT // HENRY'S // 301 869 4800 // TCL,06/22/0008,1131 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.029691 39.036547)
08/13/2020,1998,HOND,ACC,NOP,TCL,NOP// AUBURN TOWING 301.977.2740// TCL,08/15/0020,128 DUVALL LN,GAITHERSBURG,POINT (-77.202556 39.128982)
08/09/2020,2019,NISS,VRS,NOP,AUTH,NO PERMIT / AUTH 301 562 4020,09/22/0008,9656 HORIZON RUN RD,MONTGOMERY VILLAGE,POINT (-77.197087 39.157839)
08/21/2020,2015,FORD,TCN,NOP,TCL,HENRYS 3018694800  NOP  TCL,08/23/0020,44 STATE CT,GAITHERSBURG,POINT (-77.180642 39.143272)
08/13/2020,2012,NISS,MAX,NOP,HENRYS,HENRYS 301-869-4800 // PKG IN HANDICAP SPACE W/O PERMIT // TCL,08/15/0020,19620 WATERS RD,GERMANTOWN,POINT (-77.273106 39.177902)
08/26/2020,2016,MAZD,,FIRE,TCL,FIRE LANE // HENRY'S 301-927-0007 //  TCL,08/28/0020,9063 MANCHESTER RD,SILVER SPRING,POINT (-77.01125 39.003415)
08/07/2020,2013,TOYT,RAV,NOP,Authorized,NOP // AUTHROIZE 301-562-4020 // TCL,07/22/0008,805 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.229101 39.138858)
08/23/2020,2013,HOND,CIV,PKG,PRESTIGE,PARKED IN RESERVED SPACE // PRESTIGE @ 301-377-9285 // TCL,08/25/0020,925 CLOPPER RD,GAITHERSBURG,POINT (-77.22689 39.145229)
08/06/2020,2018,PORS,NULL,NOP,Henry's,NO PERMIT // HENRYS // 301 927 0007 // TCL,06/22/0008,8616 2ND AVE,SILVER SPRING,POINT (-77.033732 38.997234)
08/05/2020,7,FORD,EXP,NOP,tcl,EXP PERMIT // HENRYS 301-869-4800//TCL,05/22/0008,19625 GUNNERS BRANCH RD,GERMANTOWN,POINT (-77.240311 39.177976)
08/21/2020,2018,MITS,MIR,NOP,TCL,NOP//HENRYS//3018694800,08/23/0020,1131 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.029691 39.036547)
08/25/2020,2005,TOYT,PRI,NOP,TCL,NO PERMIT // BIG TOW // 301 424 4869 // TCL,08/27/0020,7693 LAYTONIA DR,GAITHERSBURG,POINT (-77.156185 39.152999)
08/14/2020,19,TOYT,COA,PRV,tcl,PRIV PROP // PRESTIGE TOWING 301-377-9285 // BTL,08/16/0020,3900 BLACKBURN LN,BURTONSVILLE,POINT (-76.9307 39.104619)
08/21/2020,12,SUBA,OUT,NOP,TCL,NOP // HENRY'S 301 869 4800 TCL,08/23/0020,2044 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.045816 39.040413)
08/08/2020,2017,HYUN,ELN,NOP,tcl,"AUTHORIZED, 301-562-4020,TCL NOP",08/22/0008,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
08/07/2020,2017,NISS,SEN,NOP,AUBURN,NO PER/ AUBURN 301 977 2740,07/22/0008,136 DUVALL LN,GAITHERSBURG,POINT (-77.202556 39.128982)
08/30/2020,1992,VOLK,CAB,NOP,TCL,NOP // DIVERSIFIED // 301-881-8035 // TCL,09/01/0020,5111 CROSSFIELD CT,ROCKVILLE,POINT (-77.102076 39.057306)
08/03/2020,2006,HYUN,SON,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,03/22/0008,2006 BALTIMORE RD,ROCKVILLE,POINT (-77.118366 39.084681)
08/19/2020,2014,TOYT,COA,NOP,TCL,EXPIRED PERMIT//RICKYS TOWING//2404619995,08/21/0020,11402 AMHERST AVE,SILVER SPRING,POINT (-77.048106 39.041685)
08/26/2020,2016,HOND,CRV,NOP,HENRYS,REASON: NOP  BACK TO TCL,08/28/0020,8000 EASTERN DR,SILVER SPRING,POINT (-77.032266 38.988965)
08/20/2020,1998,JEEP,CHK,ABN,ABN AUTO,TOWING CO: CUSTOMS 301 253 5151     ABN VHE GOING TO ABN AUTO,08/22/0020,12910 GOODHILL RD,SILVER SPRING,POINT (-77.070809 39.06864)
08/21/2020,2020,HOND,CIV,FIRE,TCL,FIRE LANE//BIG TOW//3014244869,08/23/0020,2462 SUN VALLEY CIR,SILVER SPRING,POINT (-77.049309 39.092286)
08/16/2020,2003,ACUR,INT,NOP,TCL,NOP//HENRYS//3018694800,08/18/0020,11800 ASHBROOK CT,GERMANTOWN,POINT (-77.242481 39.173632)
08/16/2020,19,VOLK,PAS,NOP,TCL,NOP // HENRYS // 3019270007 // TCL,08/18/0020,8002 BLAIR MILL DR,SILVER SPRING,POINT (-77.03285 38.989453)
08/04/2020,2020,TOYT,RAV,PKG,TCL,SPEEDY TOWING // 301-588-1322 // TCL // ILLEGALLY PARKED,04/22/0008,12389 GEORGIA AVE,SILVER SPRING,POINT (-77.050292 39.059443)
08/05/2020,2003,TOYT,COA,NOP,tcl,REASON: NOP//BIG TOW/301-424-4869/TCL,05/22/0008,18593 SPLIT ROCK LN,GERMANTOWN,POINT (-77.267714 39.159461)
08/27/2020,2002,LEXS,L43,NOP,tcl,NOP // SPEEDY 301.588.1322 TCL,08/29/0020,2706 SNOWBIRD TER,SILVER SPRING,POINT (-77.056328 39.107063)
08/16/2020,2007,NISS,QST,EXP,TCL,AUTH 3015624020  EXP PERM   TCL,08/18/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
08/19/2020,2011,CHEV,SLV,NOP,TCL,NO PERMIT // AUTHORZIED // 301 562 4020 // TCL,08/21/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
08/05/2020,2014,SUBA,IMP,NOP,Authorized,NOP // AUTHORIZED 301-562-4020 // TCL,05/22/0008,3310 TEAGARDEN CIR,SILVER SPRING,POINT (-76.944438 39.081748)
08/20/2020,2000,VOLK,JET,NOP,TCL,NO PERMIT // SPEEDY TOWING 301-588-1322 // TCL,08/22/0020,8115 FENTON ST,SILVER SPRING,POINT (-77.024011 38.991211)
08/18/2020,1987,FORD,RNG,NOP,TCL,NOP//DIVERSIFIED//3018818035,08/20/0020,4506 AVONDALE ST,BETHESDA,POINT (-77.092495 38.986179)
08/04/2020,10,HOND,CIV,NOP,authorized,NOP AUTHORIZED 3015624020 TCL,04/22/0008,771 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.228751 39.139938)
08/09/2020,2012,NISS,ALT,NOP,TCL,NOP  RBF  240-793-2272 / TCL,09/22/0008,1510 HEATHER HOLLOW CIR,SILVER SPRING,POINT (-76.986837 39.04099)
08/23/2020,2011,VOLK,JET,PKG,TCL,DEVERSIFIED TOWING // 301-881-8035 // TCL // NO OVERNIGHT PKG,08/25/0020,10415 OLD GEORGETOWN RD,BETHESDA,POINT (-77.126104 39.026736)
08/15/2020,2014,HOND,CIV,PRV,tcl,PRVT PROP // PRESTIGE 301-377-9285 // TCL,08/17/0020,14301 GEORGIA AVE,SILVER SPRING,POINT (-77.079771 39.090489)
08/06/2020,2018,TOYT,YAR,NOP,tcl,HENRYS//301-927-0007//TCL//NOP//UNREADABLE VIN,06/22/0008,2425 BLUERIDGE AVE,SILVER SPRING,POINT (-77.050996 39.043056)
08/28/2020,2015,LEXS,R35,NO VISITOR PERMIT,TCL,NO VISTOR PERMIT    HENRYS 301-869-4800 TCL,08/30/0020,9806 WALKER HOUSE RD,MONTGOMERY VILLAGE,POINT (-77.206724 39.162857)
08/30/2020,2018,TOYT,COA,PRV,prestige,PRV // PRESTIGE 301-377-9285 // TCL  72 HR CALLED ON 09/02,09/01/0020,14301 GEORGIA AVE,SILVER SPRING,POINT (-77.079771 39.090489)
08/19/2020,2017,VOLK,PAS,NOP,tcl,NO PERMIT // HENRYS // 301-869-4800 //TCL,08/21/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
08/19/2020,2005,HOND,ACC,IMP,TCL,NOP//AUTHORIZED//3015624020,08/21/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
08/11/2020,2009,VOLK,EOS,NOP,henrys,NOP//HENRYS//301-869-4800//TCL,11/22/0008,19620 WATERS RD,GERMANTOWN,POINT (-77.273106 39.177902)
08/25/2020,2002,NISS,FRT,PRV,TCL,PRV - LED - 301-556-8006 - TCL,08/27/0020,8601 CAMERON ST,SILVER SPRING,POINT (-77.030436 38.996868)
08/23/2020,2020,CHEV,EXP,NOP,tcl,HENRYS 301-869-4800 // INVALID PERMIT //TCL,08/25/0020,17101 QUEEN VICTORIA CT,GAITHERSBURG,POINT (-77.205233 39.137509)
08/13/2020,2007,MITS,OUT,PRV,PRESTIGE,PRV PROPERTY / PRESTIGE 301-377-9285 / TCL,08/15/0020,13515 GEORGIA AVE,SILVER SPRING,POINT (-77.071963 39.078511)
08/18/2020,2017,TOYT,CAM,NOP,TCL,NOP//PRESTIGE//3013779285,08/20/0020,3004 BEL PRE RD,SILVER SPRING,POINT (-77.062826 39.091315)
08/23/2020,2001,MERZ,E320,PKG,TCL,DOUBLE PARKED // HENRYS @ 301-869-4800 // TCL,08/25/0020,11450 BRUNDIDGE TER,GERMANTOWN,POINT (-77.236295 39.188059)
08/30/2020,2013,NISS,SEN,INVALID PERMIT,HENRYS,INVALID  PERMIT  HENRYS 301-927-0007,09/01/0020,8830 PINEY BRANCH RD,SILVER SPRING,POINT (-76.993067 38.999737)
08/15/2020,2004,HYUN,,PKG,TCL,SPEEDY 301-588-1322  FIRE LANE   TCL,08/17/0020,19241 ESMOND TER,GERMANTOWN,POINT (-77.250616 39.172392)
08/21/2020,2008,NISS,ALT,FIRE,tcl,AUTHORIZED 301-562-4020  FIRE LANE // TCL,08/23/0020,19803 BILLINGS CT,MONTGOMERY VILLAGE,POINT (-77.191094 39.18082)
08/05/2020,2014,MAZD,MZ6,NOP,ricky,NOP // RICKY TOWING // 240-461-9995 // TCL,05/22/0008,19204 CIRCLE GATE DR,GERMANTOWN,POINT (-77.265061 39.169381)
08/12/2020,2017,FIAT,SPI,NOP,Henry's,NOP HENRYS 301 869 4800 TCL,12/22/0008,3200 SPARTAN RD,OLNEY,POINT (-77.063785 39.149886)
08/03/2020,2003,MAZD,B20,PKG,TCL,HENRYS // 301 869 4800 // RESD IN VISITOR SPACE // TCL,03/22/0008,20 STANDARD CT,GAITHERSBURG,POINT (-77.182312 39.142597)
08/12/2020,2016,MITS,OUT,NOP,Henry's,EXP PERMIT // HENRYS 301-869-4800 // TCL,12/22/0008,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
08/23/2020,2010,HOND,ACC,pkg,prestige,PP // PRESTIGE 301-377-9285 // TCL,08/25/0020,11550 STEWART LN,SILVER SPRING,POINT (-76.984139 39.045308)
08/10/2020,2012,HYUN,SFE,NOP,tcl,AUBURN 301-977-2740  NOP   TCL,10/22/0008,138 DUVALL LN,GAITHERSBURG,POINT (-77.202556 39.128982)
08/20/2020,2006,HOND,ODY,NOP,TCL,NO PERMIT // RICKY'S // 240 793 2272 // TCL,08/22/0020,1512 HEATHER HOLLOW CIR,SILVER SPRING,POINT (-76.986838 39.040955)
08/15/2020,2009,TOYT,COA,PKG,tcl,HENRYS 3018694800  FIRE LN   TCL,08/17/0020,SHADOW OAK DR / FOREST VIEW PL,MONTGOMERY VILLAGE,
08/07/2020,2019,TOYT,CAM,NOP,AUTHORIZED,AUTHORIZED 301-562-4020 // NOP // TCL,07/22/0008,775 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.228778 39.13984)
08/09/2020,2020,CHEV,SUB,NOP,TCL,NOP//AUTHORIZED//3015624020,09/22/0008,370 E DIAMOND AVE,GAITHERSBURG,POINT (-77.190888 39.142111)
08/01/2020,2013,TOYP,AV,NOP,Speedy,NO PERMIT // SPEEDY // 301 588 1322  // TCL,01/22/0008,14101 VALLEYFIELD DR,SILVER SPRING,POINT (-77.056328 39.105433)
08/20/2020,2008,GMC,SAV,NOP,TCL,T-2500 // NOP // AUTHORIZED @ 301.562.4020 // TCL,08/22/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
08/09/2020,2020,MITS,MIR,NOP,tcl,NOP // AUTHORIZE 301-562-4020 // TCL,09/22/0008,8021 GEORGIA AVE,SILVER SPRING,POINT (-77.026573 38.987758)
08/18/2020,2008,PONI,G6,NOP,tcl,NOP // AUTHORIZE 301-562-4020 // TCL,08/20/0020,9900 GABLE RIDGE TER,ROCKVILLE,POINT (-77.20676 39.108236)
08/22/2020,1,DODG,RAM,unauthorized overnight parking,henrys,NO OVERNIGHT PARKING  HENRYS 301-869-4800 TCL,08/24/0020,18250 FLOWER HILL WAY,GAITHERSBURG,POINT (-77.164575 39.155414)
08/26/2020,2005,TOYT,CAM,PKG,Henry's,TAKING 2 PKG SPACES // HENRYS @ 301-869-4800 // TCL,08/28/0020,2423 LYTTONSVILLE RD,SILVER SPRING,POINT (-77.050897 38.999713)
08/19/2020,2011,DODG,CHA,PKG,TCL,RICKY'S  240 461 9995 // RESERVE PARKING,08/21/0020,8204 GEORGIA AVE,SILVER SPRING,POINT (-77.026693 38.99188)
08/17/2020,2003,TOYT,4RN,NOP,diversified,NOP//DIVERSIFIED//301-881-8035//TCL,08/19/0020,706 IVY LEAGUE LN,ROCKVILLE,POINT (-77.155809 39.093311)
08/06/2020,201,HYUN,ELN,NOP,Ricky's,NOP // RICKYS // 2404619995 // TCL,06/22/0008,2317 BLUERIDGE AVE,SILVER SPRING,POINT (-77.049355 39.043089)
08/07/2020,2017,HOND,CIV,PKG,TCL,PRIVATE PROPERTY // PRESTIGE // 301-377-9285 // TCL,07/22/0008,2217 GEORGIAN WAY,SILVER SPRING,POINT (-77.046564 39.054527)
08/17/2020,2010,FORD,F350,REPO,ARUNDEL ADJUSTMENT BUREAU,REPO // FUENTES BROS AUTO @ 410-799-3672 // ARUNDEL ADJUSTMENT BUREAU @ 410-746-9176 // TCL,08/19/0020,241 N ADAMS ST,ROCKVILLE,POINT (-77.154913 39.088039)
08/19/2020,2016,HOND,CIV,NOP,NULL,NOP // DIVERSIFIED TOWING // 301-881-8035 // TCL,08/21/0020,673 IVY LEAGUE LN,ROCKVILLE,POINT (-77.155107 39.092968)
08/13/2020,2005,HOND,CIV,NOP,Henry's,HENRYS   3018694800  NOP  TCL,08/15/0020,10112 GEORGIA AVE,SILVER SPRING,POINT (-77.044795 39.021343)
08/21/2020,2016,TOYT,CAM,NOP,TCL,NOP//AUTHORIZED TOWING//3015624020,08/23/0020,805 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.229101 39.138858)
08/14/2020,2007,KIA,OPT,NOP,k&d,NO PERMIT// K&D TOWING 301-755-4450 // TCL,08/16/0020,14000 CASTLE BLVD,SILVER SPRING,POINT (-76.940383 39.08573)
08/08/2020,2014,FORD,FUS,PRV,tcl,HENRYS 301-869-4800  VISTOR VIOL // TCL,08/22/0008,8201 16TH ST,SILVER SPRING,POINT (-77.036185 38.992055)
08/23/2020,2013,VOLV,S60,PKG,tcl,WALK OFF// MILLLERS TOWING// 301-602-0392//TCL,08/25/0020,11216 GEORGIA AVE,SILVER SPRING,POINT (-77.051115 39.039165)
08/22/2020,2005,NISS,PTH,NOP,Henry's,VIN BLOCKED  NOP  HENRYS 301-869-4800  TCL,08/24/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
08/24/2020,2019,MERZ,GL4,PKG,AUTHORIZE,AUTHORIZE TOW 301-562-4020//PARKED IN NO PARKING ZONE//TCL,08/26/0020,11200 LOCKWOOD DR,SILVER SPRING,POINT (-76.99202 39.038979)
08/11/2020,2013,HOND,CRV,PKG,BIG TOW TOWING,NO COMMERCIAL VEH .BIG TOE 3014244869 TCL,11/22/0008,5031 BRADLEY BLVD,CHEVY CHASE,POINT (-77.10048 38.977846)
08/26/2020,18,HOND,CRV,pkg,tcl,PKG // AUTHORIZED 301-562-4020 // TCL,08/28/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
08/02/2020,2015,HOND,CRV,NOP,tcl,NO PERMIT // RICKY'S 240-461-9995 // TCL,02/22/0008,19300 CIRCLE GATE DR,GERMANTOWN,POINT (-77.264972 39.172683)
08/03/2020,2016,CHEV,EQX,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,03/22/0008,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
08/17/2020,2004,FORD,F15,NOP,RICKY'S,NOP RICKY'S TOWING 240-461-9995 TCL,08/19/0020,3101 HEWITT AVE,SILVER SPRING,POINT (-77.063525 39.079894)
08/27/2020,2008,HOND,CIV,NOP,TCL,"NOP // DRIVE 301 585 8808 , TCL",08/29/0020,475 SOUTHAMPTON DR,SILVER SPRING,POINT (-76.984197 39.0062)
08/21/2020,2016,HOND,CIV,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,08/23/0020,775 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.228778 39.13984)
08/16/2020,2001,TOYT,4RN,PRV,tcl,"RESD PARKED IN VISITOR SPACE// HENRY'S, 301-869-4800, TCL",08/18/0020,18636 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.203642 39.161684)
08/19/2020,2014,HOND,CIV,NOP,TCL,NOP//RICKYS TOWING//2404619995,08/21/0020,3105 HEWITT AVE,SILVER SPRING,POINT (-77.063608 39.079883)
08/17/2020,2017,HOND,CRV,PKG,TCL,RICKYS 240-461-9995  RESD PARKED IN VIST   TCL,08/19/0020,3410 ROBEY TER,SILVER SPRING,POINT (-76.938447 39.082728)
08/29/2020,2014,HYUN,SON,PRI,MILLERS,MILLERS TOWING  301 602 0392  WALK OFF   TCL,08/31/0020,11260 GEORGIA AVE,SILVER SPRING,POINT (-77.051423 39.040157)
08/03/2020,2008,FORD,EDG,NOP,AUBURN TOWING,AUBURN  / 3019772740/ TCL / NOP,03/22/0008,116 DUVALL LN,GAITHERSBURG,POINT (-77.202086 39.12885)
08/06/2020,2006,CHEV,EXP,NOP,Henry's,NO PERMIT // HENRYS // 301 869 4800 // TCL,06/22/0008,502 SUNNY BROOK TER,GAITHERSBURG,POINT (-77.17619 39.1523)
08/13/2020,2019,VOLK,JET,NOP,Henry's,PERM NOT PROP DISPLAYED // HENRYS # 301-869-4800 // TCL,08/15/0020,14651 TYNEWICK TER,SILVER SPRING,POINT (-77.077618 39.096506)
08/18/2020,2,TOYT,CAM,NOP,tcl,NO PERMIT // AUTHORIZED TOWING 301-562-4020 // BTL,08/20/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
08/03/2020,2010,KIA,FRT,PRV,Henry's,RESID PARKING IN FUTURE RESID SPOT // HENRY 301-869-4800 // TCL,03/22/0008,180 HIGH PARK LN,SILVER SPRING,POINT (-77.033817 38.991399)
08/30/2020,2017,TOYT,COA,NOP,tcl,NO PERMIT // AUTHORIZES // 301-562-4020 // TCL,09/01/0020,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
08/09/2020,2008,CHEV,SLV,NOP,TCL,NOP//AUTHOTIZED TOWING//301-562-4020,09/22/0008,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
08/05/2020,2003,LEXS,RX3,FIRE,TCL,FIRE LANE // SPEEDY @ 301-588-1322 / TCL,05/22/0008,3828 WATER DROP CT,BURTONSVILLE,POINT (-76.93208 39.0868)
08/12/2020,2019,NISS,KICK,NOP,HENRYS,,12/22/0008,19525 GUNNERS BRANCH RD,GERMANTOWN,POINT (-77.24174 39.175972)
08/08/2020,2003,BUIC,REG,NOP,TCL,DIDNT PAY FOR VISITOR TOWING // DRIVE 301.585.8808 TCL,08/22/0008,1700 HAMPSHIRE GREEN LN,SILVER SPRING,POINT (-76.976193 39.015061)
08/24/2020,2019,HYUN,ELN,PKG,TCL,HENRYS 301-869-4800  TCL // HANDICAP W/ NO PERMIT,08/26/0020,20209 SHIPLEY TER,GERMANTOWN,POINT (-77.275026 39.186468)
08/08/2020,2012,TOYT,CAM,PRV,tcl,SPEEDY 301-588-1322  TCL // NO PERMIT,08/22/0008,18308 STREAMSIDE DR,GAITHERSBURG,POINT (-77.168422 39.156814)
08/23/2020,2005,CHEV,SIL,NOP,RBS,NOP // RBS 240-793-2272 // TCL    VEH HAS TRAILER ATTACHED,08/25/0020,831 UNIVERSITY BLVD E,SILVER SPRING,POINT (-76.992843 38.994542)
08/14/2020,2005,JEEP,LBY,NOP,HENRYS,HENRYS 301-869-4800 // EXP PKG PERMIT // TCL,08/16/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
08/01/2020,,NISS,NV1500,PKG,tcl,RICKEYS TOWING//240-461-9995//TCL//PKG,01/22/0008,19300 CIRCLE GATE DR,GERMANTOWN,POINT (-77.264972 39.172683)
08/21/2020,2016,JEEP,CHK,NOP,tcl,"NOP// DIVERSIFIED, 301-831-8035, TCL",08/23/0020,4500 AVONDALE ST,BETHESDA,POINT (-77.092183 38.986189)
08/11/2020,12,TOYT,CAM,NOP,TCL,NOP // SPEEDYS // 3015881322 // TCL,11/22/0008,8115 FENTON ST,SILVER SPRING,POINT (-77.024011 38.991211)
08/05/2020,2017,VOLK,CC,NOP,TCL,NOP // SPEEDY 301.588.1322 TCL,05/22/0008,4452 REGALWOOD TER,BURTONSVILLE,POINT (-76.91917 39.100429)
08/29/2020,2004,FORD,E150,NOP,TCL,NO COMMERCIAL VEHS ALLOWED // HENRYS @ 301.869.4800 // TCL,08/31/0020,18900 MILLS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.208147 39.166857)
08/01/2020,2001,HONDA,ACC,PRV,henry's towing,HENRYS TOWING 301-869-4800  NO PERMIT,01/22/0008,600 PELICAN AVE,GAITHERSBURG,POINT (-77.190543 39.153866)
08/21/2020,2003,HOND,CIV,NOP,tcl,"NOP// HENRY'S, 301-927-0007, TCL  VIN UNREADABLE",08/23/0020,8616 2ND AVE,SILVER SPRING,POINT (-77.033732 38.997234)
08/01/2020,2016,HOND,HRV,NOP,TCL,NOP // SPEEDY @ 301.588.1322 // TCL,01/22/0008,14103 FALL ACRE CT,SILVER SPRING,POINT (-77.057477 39.106867)
08/16/2020,2004,TOYT,SNA,NOP,AUTH,NO PER / AUTH 301 562 4020,08/18/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
08/16/2020,2007,TOYT,AVA,NOP,TCL,NOP//AUTHORIZED//3015624020,08/18/0020,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
08/22/2020,2003,HOND,ACC,NOP,HENRYS,HENRYS 301-869-4800 // NOP // TCL,08/24/0020,910 WEST SIDE DR,GAITHERSBURG,POINT (-77.203994 39.125302)
08/05/2020,2003,NISS,ALT,PKG,HENRYS,EXPIRED PERMIT // HENRYS 301 869 4800 // TCL,05/22/0008,19601 GUNNERS BRANCH RD,GERMANTOWN,POINT (-77.241991 39.17633)
08/04/2020,2020,NISS,PATH,PKG,TCL,PKG - AUTHORIZED- 301-562-4020- TCL,04/22/0008,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
08/14/2020,2005,FORD,F55,FIRE,AM TOWING,VIN BLOCKED // - DUMP TRUCK - FIRE LANE // A&M TOW (301) 421-0953 - TCL,08/16/0020,12933 CLIMBING IVY DR,GERMANTOWN,POINT (-77.2682 39.164857)
08/24/2020,2013,TOYT,VNZ,NOP,tcl,NOP// HENRY'S  301.869.4800// TCL,08/26/0020,1131 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.029691 39.036547)
08/17/2020,2020,HYUN,ELN,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,08/19/0020,19757 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.261484 39.179888)
08/02/2020,2018,TOYT,CAM,NOP,TCL,NOP // HENRYS // 301-869-4800 // TCL,02/22/0008,17 BARKLEY LN,GAITHERSBURG,POINT (-77.190951 39.131846)
08/17/2020,0,CHRY,200,FIRE,HENRYS,HENRYS 301-869-4800 // FIRE LANE // TCL,08/19/0020,11400 APPLEGRATH WAY,GERMANTOWN,POINT (-77.23758 39.188831)
08/08/2020,2010,HOND,FIT,NOP,TCL,AUBURN TOWING 301-977-2740 // TCL // NO PERMIT,08/22/0008,374 N SUMMIT AVE,GAITHERSBURG,POINT (-77.193068 39.149053)
08/07/2020,2015,TOYT,RAV,NOP,TCL,NOP / SPEEDY / 301 588 1322 / TCL,07/22/0008,8115 FENTON ST,SILVER SPRING,POINT (-77.024011 38.991211)
08/08/2020,2004,ACUR,TSX,FIRE,TCL,FIRE LANE// ON THE RUN TOWING 301.740.4600// TCL,08/22/0008,12937 WISTERIA DR,GERMANTOWN,POINT (-77.270524 39.177169)
08/15/2020,2006,DODG,CHA,NOP,tcl,NO PERMIT // TCL // LED 301-556-8006,08/17/0020,14120 GRAND PRE RD,SILVER SPRING,POINT (-77.074858 39.087837)
08/02/2020,2014,HYUN,ELN,PRV,am,PRV // A&M TOWING // 301-421-0953 // TCL,02/22/0008,13 PRAIRIE ROSE LN,GAITHERSBURG,POINT (-77.210919 39.119504)
08/06/2020,2017,VOLK,GTI,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,06/22/0008,12840 LOCBURY CIR,GERMANTOWN,POINT (-77.264609 39.186257)
08/31/2020,2011,FORD,FUS,NOP,TCL,INVALID PERMIT // HENRY'S // 301 869 4800 // TCL,09/02/0020,20 BENJI CT,GAITHERSBURG,POINT (-77.182575 39.144735)
08/26/2020,2012,HOND,ACC,NOP,TCL,NO PERMIT // AUTHORIZED 301-562-4020 // TCL,08/28/0020,700 CLOPPER RD,GAITHERSBURG,POINT (-77.224024 39.14374)
08/12/2020,18,TOYT,PRI,NOP,tcl,NO PERMIT // SPEEDY TOWING 301-588-1322 // BTL,12/22/0008,8101 FENTON ST,SILVER SPRING,POINT (-77.023981 38.990398)
